nom_cabina,country,Commons category,population,calidad_aire,codi_dtes,zqa,codi_eoi,longitud,latitud,hora_o3,calidad_o3,valor_o3,hora_no2,calidad_no2,valor_no2,hora_pm10,calidad_pm10,valor_pm10,generat,dateTime
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,10h,Buena,60 µg/m³,10h,Bona,25 µg/m³,NA,NA,NA,26/06/2018 11:00,1530003903
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,57 µg/m³,10h,Bona,44 µg/m³,10h,Buena,21 µg/m³,26/06/2018 11:00,1530003903
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,10h,Buena,56 µg/m³,10h,Bona,51 µg/m³,10h,Buena,20 µg/m³,26/06/2018 11:00,1530003903
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,10h,Bona,30 µg/m³,10h,Buena,23 µg/m³,26/06/2018 11:00,1530003903
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,11h,Bona,35 µg/m³,NA,NA,NA,26/06/2018 12:00,1530007502
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,11h,Buena,61 µg/m³,11h,Bona,65 µg/m³,11h,Buena,30 µg/m³,26/06/2018 12:00,1530007502
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,75 µg/m³,11h,Bona,45 µg/m³,11h,Buena,22 µg/m³,26/06/2018 12:00,1530007502
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,85 µg/m³,11h,Bona,16 µg/m³,NA,NA,NA,26/06/2018 12:00,1530007502
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,80 µg/m³,11h,Bona,28 µg/m³,11h,Buena,22 µg/m³,26/06/2018 12:00,1530007502
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,11h,Buena,84 µg/m³,11h,Bona,28 µg/m³,11h,Buena,21 µg/m³,26/06/2018 12:00,1530007502
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,11h,Bona,28 µg/m³,11h,Buena,23 µg/m³,26/06/2018 12:00,1530007502
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,12h,Bona,29 µg/m³,NA,NA,NA,26/06/2018 13:00,1530011102
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,66 µg/m³,12h,Bona,73 µg/m³,12h,Buena,29 µg/m³,26/06/2018 13:00,1530011102
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,12h,Buena,82 µg/m³,12h,Bona,67 µg/m³,12h,Buena,23 µg/m³,26/06/2018 13:00,1530011102
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,99 µg/m³,12h,Bona,13 µg/m³,NA,NA,NA,26/06/2018 13:00,1530011102
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,12h,Buena,100 µg/m³,12h,Bona,13 µg/m³,12h,Buena,22 µg/m³,26/06/2018 13:00,1530011102
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,12h,Buena,102 µg/m³,12h,Bona,19 µg/m³,12h,Buena,21 µg/m³,26/06/2018 13:00,1530011102
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,11h,Bona,28 µg/m³,12h,Buena,23 µg/m³,26/06/2018 13:00,1530011102
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,13h,Bona,29 µg/m³,NA,NA,NA,26/06/2018 14:00,1530014703
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,13h,Buena,83 µg/m³,13h,Bona,62 µg/m³,13h,Buena,30 µg/m³,26/06/2018 14:00,1530014703
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,13h,Buena,93 µg/m³,13h,Bona,51 µg/m³,13h,Buena,23 µg/m³,26/06/2018 14:00,1530014703
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,13h,Buena,108 µg/m³,13h,Bona,11 µg/m³,NA,NA,NA,26/06/2018 14:00,1530014703
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,105 µg/m³,13h,Bona,13 µg/m³,13h,Buena,22 µg/m³,26/06/2018 14:00,1530014703
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,105 µg/m³,13h,Bona,22 µg/m³,13h,Buena,21 µg/m³,26/06/2018 14:00,1530014703
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,13h,Bona,25 µg/m³,13h,Buena,23 µg/m³,26/06/2018 14:00,1530014703
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,14h,Bona,28 µg/m³,NA,NA,NA,26/06/2018 15:00,1530018302
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,14h,Buena,86 µg/m³,14h,Bona,63 µg/m³,14h,Buena,30 µg/m³,26/06/2018 15:00,1530018302
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,14h,Buena,101 µg/m³,14h,Bona,43 µg/m³,14h,Buena,23 µg/m³,26/06/2018 15:00,1530018302
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,111 µg/m³,14h,Bona,9 µg/m³,NA,NA,NA,26/06/2018 15:00,1530018302
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,109 µg/m³,14h,Bona,14 µg/m³,14h,Buena,22 µg/m³,26/06/2018 15:00,1530018302
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,111 µg/m³,14h,Bona,23 µg/m³,14h,Buena,21 µg/m³,26/06/2018 15:00,1530018302
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,14h,Bona,18 µg/m³,14h,Buena,23 µg/m³,26/06/2018 15:00,1530018302
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,15h,Bona,26 µg/m³,NA,NA,NA,26/06/2018 16:00,1530021902
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,15h,Buena,87 µg/m³,15h,Bona,59 µg/m³,15h,Buena,30 µg/m³,26/06/2018 16:00,1530021902
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,15h,Buena,99 µg/m³,15h,Bona,41 µg/m³,15h,Buena,23 µg/m³,26/06/2018 16:00,1530021902
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,111 µg/m³,14h,Bona,9 µg/m³,NA,NA,NA,26/06/2018 16:00,1530021902
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,110 µg/m³,15h,Bona,13 µg/m³,15h,Buena,22 µg/m³,26/06/2018 16:00,1530021902
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,108 µg/m³,15h,Bona,25 µg/m³,15h,Buena,21 µg/m³,26/06/2018 16:00,1530021902
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,15h,Bona,14 µg/m³,15h,Buena,24 µg/m³,26/06/2018 16:00,1530021902
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,16h,Bona,29 µg/m³,NA,NA,NA,26/06/2018 17:00,1530025502
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,16h,Buena,87 µg/m³,16h,Bona,54 µg/m³,16h,Buena,30 µg/m³,26/06/2018 17:00,1530025502
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,16h,Buena,94 µg/m³,16h,Bona,45 µg/m³,16h,Buena,23 µg/m³,26/06/2018 17:00,1530025502
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,111 µg/m³,14h,Bona,9 µg/m³,NA,NA,NA,26/06/2018 17:00,1530025502
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,16h,Buena,110 µg/m³,16h,Bona,12 µg/m³,16h,Buena,22 µg/m³,26/06/2018 17:00,1530025502
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,16h,Buena,104 µg/m³,16h,Bona,28 µg/m³,16h,Buena,21 µg/m³,26/06/2018 17:00,1530025502
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,16h,Bona,12 µg/m³,16h,Buena,24 µg/m³,26/06/2018 17:00,1530025502
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,16h,Bona,29 µg/m³,NA,NA,NA,26/06/2018 18:00,1530029103
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,17h,Buena,70 µg/m³,17h,Bona,86 µg/m³,17h,Buena,30 µg/m³,26/06/2018 18:00,1530029103
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,17h,Buena,89 µg/m³,17h,Bona,51 µg/m³,17h,Buena,23 µg/m³,26/06/2018 18:00,1530029103
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,17h,Buena,92 µg/m³,17h,Bona,9 µg/m³,NA,NA,NA,26/06/2018 18:00,1530029103
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,17h,Buena,106 µg/m³,17h,Bona,16 µg/m³,17h,Buena,22 µg/m³,26/06/2018 18:00,1530029103
Les Corts,Spain,Les Corts District,81576.0,Regular,IZ,01,08019057,2.1151,41.3875,17h,Regular,113 µg/m³,17h,Bona,21 µg/m³,17h,Buena,21 µg/m³,26/06/2018 18:00,1530029103
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,17h,Bona,17 µg/m³,17h,Buena,24 µg/m³,26/06/2018 18:00,1530029103
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,16h,Bona,29 µg/m³,NA,NA,NA,26/06/2018 19:00,1530032703
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,18h,Buena,70 µg/m³,18h,Regular,94 µg/m³,18h,Buena,31 µg/m³,26/06/2018 19:00,1530032703
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,68 µg/m³,18h,Bona,79 µg/m³,18h,Buena,24 µg/m³,26/06/2018 19:00,1530032703
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,96 µg/m³,18h,Bona,17 µg/m³,NA,NA,NA,26/06/2018 19:00,1530032703
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,18h,Buena,93 µg/m³,18h,Bona,35 µg/m³,18h,Buena,22 µg/m³,26/06/2018 19:00,1530032703
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,18h,Buena,111 µg/m³,18h,Bona,24 µg/m³,18h,Buena,21 µg/m³,26/06/2018 19:00,1530032703
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,18h,Bona,19 µg/m³,18h,Buena,23 µg/m³,26/06/2018 19:00,1530032703
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,--,ID,01,08019042,2.1331,41.3788,NA,NA,NA,17h,--,--,NA,NA,NA,26/06/2018 20:00,1530036302
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,19h,Buena,62 µg/m³,19h,Regular,92 µg/m³,19h,Buena,31 µg/m³,26/06/2018 20:00,1530036302
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,19h,Buena,70 µg/m³,19h,Bona,75 µg/m³,19h,Buena,24 µg/m³,26/06/2018 20:00,1530036302
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,19h,Buena,98 µg/m³,19h,Bona,22 µg/m³,NA,NA,NA,26/06/2018 20:00,1530036302
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,19h,Buena,92 µg/m³,19h,Bona,33 µg/m³,19h,Buena,23 µg/m³,26/06/2018 20:00,1530036302
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,18h,Buena,111 µg/m³,18h,Bona,24 µg/m³,19h,Buena,21 µg/m³,26/06/2018 20:00,1530036302
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,19h,Bona,38 µg/m³,19h,Buena,24 µg/m³,26/06/2018 20:00,1530036302
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,--,ID,01,08019042,2.1331,41.3788,NA,NA,NA,18h,--,--,NA,NA,NA,26/06/2018 21:00,1530039903
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,20h,Buena,51 µg/m³,20h,Regular,107 µg/m³,20h,Buena,32 µg/m³,26/06/2018 21:00,1530039903
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,20h,Buena,62 µg/m³,20h,Regular,96 µg/m³,20h,Buena,25 µg/m³,26/06/2018 21:00,1530039903
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,20h,Buena,99 µg/m³,20h,Bona,23 µg/m³,NA,NA,NA,26/06/2018 21:00,1530039903
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,77 µg/m³,20h,Bona,55 µg/m³,20h,Buena,23 µg/m³,26/06/2018 21:00,1530039903
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,20h,Buena,105 µg/m³,20h,Bona,25 µg/m³,20h,Buena,22 µg/m³,26/06/2018 21:00,1530039903
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,20h,Bona,21 µg/m³,20h,Buena,24 µg/m³,26/06/2018 21:00,1530039903
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,--,ID,01,08019042,2.1331,41.3788,NA,NA,NA,19h,--,--,NA,NA,NA,26/06/2018 22:00,1530043502
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,21h,Buena,37 µg/m³,21h,Regular,114 µg/m³,21h,Buena,32 µg/m³,26/06/2018 22:00,1530043502
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,21h,Buena,65 µg/m³,21h,Bona,79 µg/m³,21h,Buena,25 µg/m³,26/06/2018 22:00,1530043502
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,21h,Buena,104 µg/m³,21h,Bona,17 µg/m³,NA,NA,NA,26/06/2018 22:00,1530043502
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,21h,Buena,84 µg/m³,21h,Bona,48 µg/m³,21h,Buena,23 µg/m³,26/06/2018 22:00,1530043502
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,21h,Buena,98 µg/m³,21h,Bona,31 µg/m³,21h,Buena,22 µg/m³,26/06/2018 22:00,1530043502
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,21h,Bona,19 µg/m³,21h,Buena,25 µg/m³,26/06/2018 22:00,1530043502
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,--,ID,01,08019042,2.1331,41.3788,NA,NA,NA,20h,--,--,NA,NA,NA,26/06/2018 23:00,1530047105
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,22h,Buena,47 µg/m³,22h,Regular,93 µg/m³,22h,Buena,33 µg/m³,26/06/2018 23:00,1530047105
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,22h,Buena,73 µg/m³,22h,Bona,63 µg/m³,22h,Buena,26 µg/m³,26/06/2018 23:00,1530047105
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,22h,Buena,89 µg/m³,22h,Bona,27 µg/m³,NA,NA,NA,26/06/2018 23:00,1530047105
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,22h,Buena,87 µg/m³,22h,Bona,38 µg/m³,22h,Buena,24 µg/m³,26/06/2018 23:00,1530047105
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,22h,Buena,75 µg/m³,22h,Bona,47 µg/m³,22h,Buena,22 µg/m³,26/06/2018 23:00,1530047105
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,NA,NA,NA,23h,Buena,25 µg/m³,26/06/2018 23:00,1530047105
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,--,ID,01,08019042,2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/06/2018 0:00,1530050703
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,23h,Buena,65 µg/m³,23h,Bona,66 µg/m³,23h,Buena,34 µg/m³,27/06/2018 0:00,1530050703
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,23h,Buena,75 µg/m³,23h,Bona,51 µg/m³,23h,Buena,26 µg/m³,27/06/2018 0:00,1530050703
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,23h,Buena,87 µg/m³,23h,Bona,19 µg/m³,NA,NA,NA,27/06/2018 0:00,1530050703
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,23h,Buena,89 µg/m³,23h,Bona,26 µg/m³,23h,Buena,24 µg/m³,27/06/2018 0:00,1530050703
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,23h,Buena,57 µg/m³,23h,Bona,55 µg/m³,23h,Buena,23 µg/m³,27/06/2018 0:00,1530050703
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,23h,Bona,23 µg/m³,23h,Buena,26 µg/m³,27/06/2018 0:00,1530050703
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,0h,Bona,45 µg/m³,NA,NA,NA,27/06/2018 1:00,1530054302
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,0h,Buena,55 µg/m³,0h,Bona,67 µg/m³,0h,Buena,34 µg/m³,27/06/2018 1:00,1530054302
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,0h,Buena,55 µg/m³,0h,Bona,59 µg/m³,0h,Buena,27 µg/m³,27/06/2018 1:00,1530054302
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,0h,Buena,93 µg/m³,0h,Bona,10 µg/m³,NA,NA,NA,27/06/2018 1:00,1530054302
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,0h,Buena,65 µg/m³,0h,Bona,36 µg/m³,0h,Buena,25 µg/m³,27/06/2018 1:00,1530054302
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,0h,Buena,44 µg/m³,0h,Bona,57 µg/m³,0h,Buena,23 µg/m³,27/06/2018 1:00,1530054302
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,0h,Bona,15 µg/m³,0h,Buena,26 µg/m³,27/06/2018 1:00,1530054302
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,1h,Bona,33 µg/m³,NA,NA,NA,27/06/2018 2:00,1530057905
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,1h,Buena,50 µg/m³,1h,Bona,58 µg/m³,1h,Buena,34 µg/m³,27/06/2018 2:00,1530057905
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,1h,Buena,54 µg/m³,1h,Bona,47 µg/m³,1h,Buena,27 µg/m³,27/06/2018 2:00,1530057905
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,1h,Buena,49 µg/m³,1h,Bona,55 µg/m³,NA,NA,NA,27/06/2018 2:00,1530057905
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,1h,Buena,70 µg/m³,1h,Bona,26 µg/m³,1h,Buena,25 µg/m³,27/06/2018 2:00,1530057905
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,1h,Buena,48 µg/m³,1h,Bona,33 µg/m³,1h,Buena,23 µg/m³,27/06/2018 2:00,1530057905
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,1h,Bona,40 µg/m³,1h,Buena,27 µg/m³,27/06/2018 2:00,1530057905
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,2h,Bona,21 µg/m³,NA,NA,NA,27/06/2018 3:00,1530061503
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,2h,Buena,61 µg/m³,2h,Bona,27 µg/m³,2h,Buena,35 µg/m³,27/06/2018 3:00,1530061503
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,2h,Buena,69 µg/m³,2h,Bona,24 µg/m³,2h,Buena,27 µg/m³,27/06/2018 3:00,1530061503
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,2h,Buena,61 µg/m³,2h,Bona,28 µg/m³,NA,NA,NA,27/06/2018 3:00,1530061503
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,2h,Buena,73 µg/m³,2h,Bona,15 µg/m³,3h,Buena,25 µg/m³,27/06/2018 3:00,1530061503
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,2h,Buena,55 µg/m³,2h,Bona,19 µg/m³,2h,Buena,23 µg/m³,27/06/2018 3:00,1530061503
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,2h,Bona,33 µg/m³,2h,Buena,27 µg/m³,27/06/2018 3:00,1530061503
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,3h,Bona,17 µg/m³,NA,NA,NA,27/06/2018 4:00,1530065102
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,3h,Buena,67 µg/m³,3h,Bona,19 µg/m³,3h,Buena,34 µg/m³,27/06/2018 4:00,1530065102
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,3h,Buena,74 µg/m³,3h,Bona,19 µg/m³,3h,Buena,27 µg/m³,27/06/2018 4:00,1530065102
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,65 µg/m³,3h,Bona,21 µg/m³,NA,NA,NA,27/06/2018 4:00,1530065102
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,3h,Buena,82 µg/m³,3h,Bona,10 µg/m³,3h,Buena,25 µg/m³,27/06/2018 4:00,1530065102
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,62 µg/m³,3h,Bona,16 µg/m³,3h,Buena,23 µg/m³,27/06/2018 4:00,1530065102
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,3h,Bona,26 µg/m³,3h,Buena,27 µg/m³,27/06/2018 4:00,1530065102
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,4h,Bona,16 µg/m³,NA,NA,NA,27/06/2018 5:00,1530068705
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,4h,Buena,63 µg/m³,4h,Bona,24 µg/m³,5h,Buena,35 µg/m³,27/06/2018 5:00,1530068705
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,4h,Buena,67 µg/m³,4h,Bona,22 µg/m³,5h,Buena,27 µg/m³,27/06/2018 5:00,1530068705
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,4h,Buena,47 µg/m³,4h,Bona,31 µg/m³,NA,NA,NA,27/06/2018 5:00,1530068705
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,4h,Buena,88 µg/m³,4h,Bona,5 µg/m³,5h,Buena,25 µg/m³,27/06/2018 5:00,1530068705
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,4h,Buena,64 µg/m³,4h,Bona,13 µg/m³,5h,Buena,23 µg/m³,27/06/2018 5:00,1530068705
